Gene,M_P60_LPS 2,M_P60_LPS 7,M_P60_Sal 5,M_P60_LPS 1,M_P60_LPS 3,M_P60_LPS 4,M_P60_LPS 5,M_P60_LPS 6,M_P60_Sal 1,M_P60_Sal 2,M_P60_Sal 3,M_P60_Sal 4
Cd47,56,73,128,50,79,119,61,112,122,134,83,102
Itih2,0,7,1,0,1,0,0,0,3,2,0,2
Itk,0,3,1,4,2,0,1,0,1,0,3,4
Itln1,0,0,0,0,0,0,0,0,0,0,0,0
Itpr1,129,219,976,358,203,242,269,276,1339,503,1741,1133
Itpr2,207,296,460,159,153,127,140,260,370,629,213,261
Itsn1,11,29,86,17,21,20,22,32,120,88,117,93
Jag2,4,14,58,3,1,8,12,13,29,157,43,75
Jub,12,7,25,15,2,9,3,9,23,39,35,38
Jun,1524,2639,4864,1744,960,973,1574,2984,3618,11943,2815,3970
Jund,96,232,296,96,50,79,134,259,294,1068,202,288
Jup,23,90,184,32,17,22,41,91,144,378,140,154
Kap,0,0,0,0,0,0,0,0,0,0,0,0
Kcna1,0,0,2,0,2,1,1,0,24,0,2,0
Kcna7,1,9,3,2,2,6,0,4,2,14,0,4
Kcnab1,1,2,21,3,3,5,2,7,18,5,20,9
Kcnab2,0,0,11,2,1,0,3,8,4,13,13,13
Kcnab3,5,9,6,6,4,4,5,1,7,2,6,5
Kcnh3,0,0,0,0,0,0,0,0,0,0,0,0
Kcnj12,0,0,2,0,0,0,1,1,1,0,1,0
Kcnj16,1,0,2,0,0,0,0,2,4,5,7,4
Kcnj5,0,0,0,0,1,0,0,0,0,0,0,0
Kcnk2,0,1,0,2,0,0,0,0,1,2,0,1
Kcnk3,0,0,0,0,3,1,1,1,2,2,1,4
Kcnk7,1,3,1,0,1,1,1,0,0,7,0,3
Kcnma1,9,24,29,10,9,8,11,18,17,45,18,13
Kdr,51,69,386,46,56,56,40,38,298,162,407,428
Khsrp,30,95,131,34,34,36,44,59,113,246,88,113
Kif11,10,15,21,3,14,2,9,22,33,30,17,17
Kif12,0,0,0,0,0,0,0,0,0,0,0,0
Kif13a,73,98,205,59,53,50,56,59,174,297,161,168
Kif15,6,15,13,10,2,9,3,8,7,10,9,5
Kif7,2,1,1,1,1,1,0,2,2,8,0,7
Kifap3,25,40,119,34,34,34,23,37,90,128,106,96
Kifc2,2,2,9,4,4,4,10,8,4,21,12,8
Uhmk1,23,36,93,37,38,21,29,32,81,98,81,63
Fabp5,7,3,2,3,10,10,3,5,2,2,4,3
Klf12,34,55,105,34,41,29,30,54,81,148,63,76
Klf4,555,1150,663,613,385,362,419,1092,1201,2027,429,662
Klf9,13,26,80,31,9,32,44,29,112,56,82,76
Klk1b11,0,0,0,0,0,0,0,0,0,0,0,0
Klk1b21,0,0,0,0,0,0,0,0,0,0,0,0
Klk1b24,0,0,0,0,0,0,0,0,0,0,0,0
Klk1b26,0,0,0,0,0,0,0,0,0,0,0,0
Klra12,0,1,1,0,1,3,0,2,0,0,0,2
Klra4,0,0,1,0,1,2,0,0,0,0,0,2
Klra9,0,1,1,0,0,2,0,0,1,4,1,3
Klrd1,7,13,12,10,1,11,1,15,12,22,15,10
Kpna2,4,6,7,5,2,6,6,1,3,7,4,3
Sspn,3,12,21,6,2,1,4,15,18,40,29,21
Hivep3,28,88,65,23,67,92,125,49,48,128,29,36
Mafb,402,542,1175,369,272,246,286,654,1058,2731,701,965
Krt31,0,0,0,0,0,0,0,0,0,0,0,0
Krt10,0,2,2,1,0,0,0,1,2,4,1,0
Krt12,0,0,0,0,0,0,0,0,0,0,0,0
Krt13,0,0,0,0,0,0,0,0,0,0,0,0
Krt17,0,2,0,0,0,0,0,0,0,0,0,0
Krt18,3,7,91,44,11,23,30,27,95,40,169,136
Krt27,0,0,0,0,0,0,0,0,0,0,0,0
Krt86,0,0,0,0,0,0,1,0,0,0,0,0
Krt6b,0,0,0,0,0,0,0,0,0,0,0,0
Krtap12-1,0,0,0,0,0,0,0,0,0,0,0,0
Krtap13,0,0,0,0,0,0,0,0,0,0,0,0
Krtap6-1,0,0,0,0,0,0,0,0,0,0,0,0
Krtap6-2,0,0,0,0,0,0,0,0,0,0,0,0
Krtap8-1,0,0,0,0,0,0,0,0,0,0,1,0
Krtap8-2,0,0,0,0,0,0,0,0,0,0,0,0
Aff3,1,2,9,1,0,3,0,2,10,4,17,14
Lalba,0,0,0,0,0,0,0,0,0,1,0,2
Lama3,5,19,57,14,2,9,11,12,56,66,48,71
Lama4,16,12,41,16,18,26,18,10,37,23,54,47
Lamc1,27,64,188,40,35,64,66,52,149,134,155,159
Lamp1,557,971,1977,626,540,615,646,1061,1673,2779,1429,1785
Lamp2,855,1114,2014,763,828,749,730,1012,2203,2222,1916,1934
Laptm5,1242,3028,5215,1252,986,1303,1689,2735,3419,9616,2666,3903
Large,68,95,260,64,49,49,55,78,148,259,128,169
Lasp1,131,249,599,136,115,156,139,235,434,1006,361,523
Lats1,79,139,239,80,93,122,95,116,219,221,156,212
Lbx1,0,1,0,1,0,0,0,0,0,0,0,0
Lbx2,0,0,3,0,0,1,0,1,1,5,4,1
Lcn3,0,0,0,0,0,0,0,0,0,0,0,0
Lcn4,0,0,0,0,0,0,0,0,0,0,0,0
Lcp2,374,657,718,402,674,789,703,579,556,1015,330,442
Ldb1,52,141,253,72,35,73,98,154,202,595,146,244
Ldlr,11,24,28,11,21,38,30,19,27,37,64,64
Lect1,0,0,1,4,6,0,1,0,0,16,3,0
Lect2,0,0,0,0,0,0,0,0,0,0,0,0
Lef1,1,6,23,14,4,6,7,4,12,38,28,33
Lgals4,1,4,15,2,3,6,5,9,13,16,5,11
Lgals6,1,4,11,2,3,6,5,7,13,14,5,8
Lhx2,0,1,0,0,0,0,0,0,0,1,1,0
Lhx4,0,0,0,0,0,0,0,0,0,0,0,0
Lhx8,0,0,0,2,0,0,0,0,0,0,0,1
Lig3,50,72,105,38,52,44,47,45,95,140,87,111
Limk1,23,46,70,23,33,22,47,54,83,178,63,81
Lipe,26,78,119,43,21,30,52,60,75,290,63,118
Lipg,13,11,0,4,62,53,22,7,6,6,2,0
Lmnb1,52,63,49,28,76,100,88,63,53,52,19,29
Lmnb2,7,7,17,5,2,5,12,15,19,57,14,17
Psmb8,27,76,116,49,32,34,51,83,103,181,79,99
Lmx1b,0,0,1,0,0,0,0,0,0,0,0,0
Loxl1,0,2,16,4,0,3,3,3,12,9,19,23
Anxa1,40,26,45,27,124,93,49,47,28,28,13,25
Zbtb7a,23,69,132,42,31,42,50,75,121,288,103,107
Lrrn2,3,2,30,9,4,5,8,4,39,30,70,47
Lrrn3,0,0,13,0,0,0,0,0,9,8,12,18
Lst1,18,22,66,10,18,11,9,23,37,79,31,59
Ltbr,36,67,153,36,23,54,60,64,100,279,98,138
Ly6a,216,187,389,234,233,273,218,192,416,442,271,471
Muc13,1,0,0,0,0,0,0,0,0,0,0,0
Cd93,37,89,294,53,85,91,81,69,297,211,198,281
Ly6d,0,0,0,0,0,0,0,0,0,0,0,0
Ly86,852,912,1457,713,733,715,618,1124,1358,2582,884,1362
Ncr1,0,0,3,0,2,5,4,1,0,2,6,5
Lyst,134,166,281,97,162,102,81,188,291,328,187,150
M6pr,192,354,594,217,315,339,230,383,543,740,399,473
Mab21l1,3,0,4,1,2,0,0,1,0,4,2,0
Mxd1,75,118,89,86,291,333,234,142,109,123,54,49
Mad1l1,6,22,46,14,3,7,10,20,31,80,21,44
Mxd4,8,16,49,23,13,21,18,17,49,79,68,41
Smad2,94,127,203,101,108,82,64,110,245,272,115,163
Maff,66,170,43,50,91,121,140,180,119,130,29,50
Mafg,19,48,82,24,23,39,29,77,54,154,45,60
Mafk,57,168,105,72,50,96,100,152,135,321,80,95
Magoh,42,48,44,39,33,37,39,36,111,96,69,65
Ccndbp1,27,45,92,23,18,28,33,44,95,102,95,93
Man1a2,208,228,549,204,167,129,141,276,530,678,361,395
Man2b1,362,702,1647,448,386,336,464,690,954,2346,946,1162
Mapkapk5,34,44,94,36,29,48,28,49,114,132,80,98
Marco,0,0,0,0,0,1,0,0,0,0,0,0
Matk,7,31,46,17,9,11,30,51,30,135,28,50
Matn1,0,0,2,0,0,0,0,0,0,1,0,0
Matn3,0,0,0,0,0,0,0,0,0,0,0,0
Matr3,295,319,561,283,324,299,213,351,798,648,457,606
Maz,32,77,162,39,24,49,38,68,105,309,113,140
Mbd2,46,54,134,65,41,80,53,55,125,137,123,119
Mbd4,5,11,29,7,8,7,2,5,12,9,18,19
Mbl1,0,0,0,0,0,0,0,0,0,0,0,0
Mbl2,0,0,0,0,0,0,0,0,0,0,0,0
Cd46,9,3,5,0,3,2,0,1,5,2,0,4
Mcpt4,0,0,0,0,0,0,1,0,0,0,0,4
Cma1,0,0,0,0,0,0,0,0,0,0,0,0
Tpsb2,0,0,0,0,0,0,0,0,0,0,0,0
Mcpt9,0,0,0,0,0,0,0,0,0,0,0,0
Mdm2,105,175,287,106,152,168,124,171,339,305,205,253
Mea1,6,22,47,20,10,14,12,34,41,64,52,66
Mecp2,69,138,284,73,95,85,51,116,242,248,277,224
Melk,0,1,1,0,0,0,0,0,2,2,0,3
Meox1,1,3,4,5,3,2,2,4,7,4,3,3
Mgat3,3,3,37,10,6,4,4,6,32,26,42,38
Mid1,295,194,104,215,343,258,343,144,93,279,54,79
Mif,1,9,15,7,0,7,12,17,16,38,34,23
Minpp1,36,34,74,30,15,15,17,31,73,86,69,86
Bhlha15,0,1,0,0,0,1,0,0,1,1,0,0
